sentence,aspect_term,begin,end,polarity
"the girl answered my calls always and at any time, showing kindness, we decided to remodel the room and she gave very original and excellent ideas, she made renderings to see how the room was going to be, we loved it, something against was the orders she made, as some furniture took time to arrive and that delayed the work",girl,4,8,positive
"the girl answered my calls always and at any time, showing kindness, we decided to remodel the room and she gave very original and excellent ideas, she made renderings to see how the room was going to be, we loved it, something against was the orders she made, as some furniture took time to arrive and that delayed the work",orders she made,244,259,negative
the graphics of games is superb .,graphics of games,4,21,positive
the hamburger meat had a strange taste I think it was badly seasoned,hamburger meat,4,18,negative
the hamburger meat had a strange taste I think it was badly seasoned,taste,33,38,negative
the hamburger meat had a strange taste I think it was badly seasoned,seasoned,60,68,negative
the hospital was not clean,hospital,4,12,negative
"the hotel has a fantastic pool, but its staff does not serve very well",pool,26,30,positive
"the hotel has a fantastic pool, but its staff does not serve very well",staff,40,45,negative
"the hotel is a litle small but is confortable and beatifull the beach is amazing and the service is good, the breakfast is delicius",beach,64,69,positive
"the hotel is a litle small but is confortable and beatifull the beach is amazing and the service is good, the breakfast is delicius",breakfast,110,119,positive
"the hotel is a litle small but is confortable and beatifull the beach is amazing and the service is good, the breakfast is delicius",service,89,96,positive
the hotel is not expensive but the place is too far to reach it,place,35,40,negative
the hotel is very cozy it seems to my home and they are very attentive all the staff,hotel,4,9,positive
the hotel is very cozy it seems to my home and they are very attentive all the staff,all the staff,71,84,positive
"the hotel its location is wonderful, and its food is 5 stars, I would recommend it",food,45,49,positive
"the hotel its location is wonderful, and its food is 5 stars, I would recommend it",hotel,4,9,positive
"the hotel its location is wonderful, and its food is 5 stars, I would recommend it",location,14,22,positive
the hotel pool was very dirty it seems that they do little maintenance and that leaves much to be desired,the hotel pool,0,14,negative
the hotel was amazing the view are beautifull is close to the beach and the services is great the pool is big enough,pool,98,102,positive
the hotel was amazing the view are beautifull is close to the beach and the services is great the pool is big enough,hotel,4,9,positive
the hotel was amazing the view are beautifull is close to the beach and the services is great the pool is big enough,services,76,84,positive
the hotel was amazing the view are beautifull is close to the beach and the services is great the pool is big enough,view,26,30,positive
the hotels has taken all precaution to make you feel safe .,hotels,4,10,positive
"the images look amazing and you can install a lot of app , easily set up and in many languages",set up,66,72,positive
"the images look amazing and you can install a lot of app , easily set up and in many languages",images,4,10,positive
"the internet connection is the best, I recommend them because they are the best company",company,80,87,positive
"the internet connection is the best, I recommend them because they are the best company",internet connection,4,23,positive
the key chain looks nice and it can have more than 10 keys in it.,the key chain,0,13,positive
"the keyboard  arrive late, some of the keys did not work all the time and eventually stopped working at all, the price was low but still the product is not good, i would not recommend this to anyone",product,141,148,negative
"the keyboard  arrive late, some of the keys did not work all the time and eventually stopped working at all, the price was low but still the product is not good, i would not recommend this to anyone",the keyboard,0,12,negative
"the keyboard  arrive late, some of the keys did not work all the time and eventually stopped working at all, the price was low but still the product is not good, i would not recommend this to anyone",some of the keys,27,43,negative
"the keyboard  arrive late, some of the keys did not work all the time and eventually stopped working at all, the price was low but still the product is not good, i would not recommend this to anyone",the price,109,118,positive
the location of  hotel is perfect and the room service is superb .,the location of  hotel,0,22,positive
the location of  hotel is perfect and the room service is superb .,the room service,38,54,positive
the location of shop is great and easy to go to .,location of shop,4,20,positive
the material of clothes is awesome and the prices is cheap .,material of clothes,4,23,positive
the material of clothes is awesome and the prices is cheap .,prices,43,49,positive
the materials of T-shirts is great .,materials of T-shirts,4,25,positive
the menu was so bad and the service there is too low .,menu,4,8,negative
the menu was so bad and the service there is too low .,service,28,35,negative
the microphone has noise cancellation tool which is adjustable but the wire is very long.,wire,71,75,negative
the mixture of the ingredients create an incredible flavor in addition to the abundance of the cheese make it perfect,mixture of the ingredients,4,30,positive
the mixture of the ingredients create an incredible flavor in addition to the abundance of the cheese make it perfect,abundance of the cheese,78,101,positive
the mixture of the ingredients create an incredible flavor in addition to the abundance of the cheese make it perfect,it,107,109,positive
the mixture of the ingredients create an incredible flavor in addition to the abundance of the cheese make it perfect,flavor,52,58,positive
the mouse is very beautiful and makes you relax when holding it.,mouse,4,9,positive
the only bad thing that it needs an adapter.,it,24,26,negative
the only bad thing that it needs an adapter.,needs an adapter,27,43,negative
the pen looks nice and the font is quite thin.,font,27,31,positive
the pen looks nice and the font is quite thin.,pen,4,7,positive
the phone is excellent very fast but the battery time is very short if you use a lot,phone,4,9,positive
the phone is excellent very fast but the battery time is very short if you use a lot,battery time,41,53,negative
the phone is great is beautifull and fast and always has  wireless service,phone,4,9,positive
the phone is highly protected and no one can hack it.,phone,4,9,positive
the potatoes were very crispy and not greasy I liked them a lot,potatoes,4,12,positive
"the price are really insane, in summer i cant turn on the air conditioner because the price of this its really insane",the price of this,82,99,negative
"the price are really insane, in summer i cant turn on the air conditioner because the price of this its really insane",price,4,9,negative
the price of accommodation  are very high .,price of accommodation,4,26,negative
the price of food was expensive .,price,4,9,negative
the prices also is not expensive .,prices,4,10,positive
the prices is too expensive,prices,4,10,negative
the product is great  it have very functions and the precision of the  localization  is amazing,product,4,11,positive
the product is great  it have very functions and the precision of the  localization  is amazing,precision of the  localization,53,83,positive
the quality of  food was  disgusting  .,quality of  food,4,20,negative
the quality of camera is too low and the battery do not last too long .,quality of camera,4,21,negative
the quality of camera is too low and the battery do not last too long .,battery,41,48,negative
the quality of food is exceptional  and the service there  is superb .,service,44,51,positive
the quality of food is exceptional  and the service there  is superb .,quality of food,4,19,positive
"the quality of food is so good , there is a kids area where kids can play , all salads there are for free but the restaurant is costly .",kids area,44,53,positive
"the quality of food is so good , there is a kids area where kids can play , all salads there are for free but the restaurant is costly .",quality of food,4,19,positive
"the quality of food is so good , there is a kids area where kids can play , all salads there are for free but the restaurant is costly .",restaurant,114,124,negative
the quality of food is very good  and all salads there are free .,salads,42,48,positive
the quality of food is very good  and all salads there are free .,quality of food,4,19,positive
the quality of food was superb .,quality of food,4,19,positive
the quality of material was disappointing and the shirt did not look like the picture .,shirt,50,55,negative
the quality of material was disappointing and the shirt did not look like the picture .,quality of material,4,23,negative
the quality of the sweater is bad and it comes apart easily I feel like I lost my money,quality of the sweater,4,26,negative
the restaurant was very cozy but the food was very salty and tasteless,food,37,41,negative
the room service there is so friendly .,room service,4,16,positive
"the room very comfortable ideal for the whole family, my daughter really enjoyed the pool",pool,85,89,positive
"the room very comfortable ideal for the whole family, my daughter really enjoyed the pool",room,4,8,positive
"the rooms were a bit dirty, with no hot water and unpleasant odors in the bathroom.",the rooms,0,9,negative
"the rooms were a bit dirty, with no hot water and unpleasant odors in the bathroom.",bathroom,74,82,negative
"the rooms were a bit dirty, with no hot water and unpleasant odors in the bathroom.",odors,61,66,negative
"the rooms were a bit dirty, with no hot water and unpleasant odors in the bathroom.",hot water,36,45,negative
the router has many options and allows you to overclock the basic speed and allows you to set data limit.,router,4,10,positive
the salads  are fresh but burger is very bad .,the salads,0,10,positive
the salads  are fresh but burger is very bad .,burger,26,32,negative
"the school is perfect good facilities, good teachers and the location is good",good,22,26,positive
"the school is perfect good facilities, good teachers and the location is good",facilities,27,37,positive
"the school is perfect good facilities, good teachers and the location is good",school,4,10,positive
"the school is perfect good facilities, good teachers and the location is good",location,61,69,positive
"the school is perfect good facilities, good teachers and the location is good",teachers,44,52,positive
the selection of drinks was incredible and the pizza was delicious.,pizza,47,52,positive
the selection of drinks was incredible and the pizza was delicious.,the selection of drinks,0,23,positive
the service is pretty  good and the taste of food is superb .,the service,0,11,positive
the service is pretty  good and the taste of food is superb .,taste of food,36,49,positive
the service is so good and the menu is perfect .,service,4,11,positive
the service is so good and the menu is perfect .,menu,31,35,positive
the service was of excellent quality and I had attention 24 hours a day I am very satisfied,service,4,11,positive
the service was so good and the crew was so friendly .,crew,32,36,positive
the service was so good and the crew was so friendly .,service,4,11,positive
the size of the shirt was too large .,size of the shirt,4,21,negative
the staff of shop was so friendly and they helped me choose  the right mobile for me .,mobile,71,77,positive
the staff of shop was so friendly and they helped me choose  the right mobile for me .,staff of shop,4,17,positive
"the store was fascinating, very clean and smelled quite nice, as well as the staff who explained the advantages and specifications of the product i wanted, helped me with my payment and even gift wrapped it",staff,77,82,positive
"the store was fascinating, very clean and smelled quite nice, as well as the staff who explained the advantages and specifications of the product i wanted, helped me with my payment and even gift wrapped it",product,138,145,positive
"the store was fascinating, very clean and smelled quite nice, as well as the staff who explained the advantages and specifications of the product i wanted, helped me with my payment and even gift wrapped it",smelled,42,49,positive
"the store was fascinating, very clean and smelled quite nice, as well as the staff who explained the advantages and specifications of the product i wanted, helped me with my payment and even gift wrapped it",store,4,9,positive
the taste of sandwiches was so bad and i had to  throw them in the trash .,taste of sandwiches,4,23,negative
the taste was very bad and the staff is unfriendly .,taste,4,9,negative
the taste was very bad and the staff is unfriendly .,staff,31,36,negative
the treatment of staff is awesome .,treatment of staff,4,22,positive
"the waitress was very courteous, food was great, and the manager came at the end of the meal and asked how everything was.",food,33,37,positive
"the waitress was very courteous, food was great, and the manager came at the end of the meal and asked how everything was.",manager,57,64,positive
"the waitress was very courteous, food was great, and the manager came at the end of the meal and asked how everything was.",waitress,4,12,positive
there is different kinds of tea that I loved  like strawberry tea .,tea,28,31,positive
there is different kinds of tea that I loved  like strawberry tea .,strawberry tea,51,65,positive
they are excellent and have noise cancellation in the built-in microphone.,microphone,63,73,positive
they are excellent and have noise cancellation in the built-in microphone.,they,0,4,positive
"they are quite good to share with the family, but I always come with my knees hit",they,0,4,positive
they are very spacious and trap dirt properly and can even retain moisture without overflowing,they,0,4,positive
they are very spacious and trap dirt properly and can even retain moisture without overflowing,retain moisture without overflowing,59,94,positive
they are very spacious and trap dirt properly and can even retain moisture without overflowing,trap dirt,27,36,positive
they aren't compatible with a lot of android phones.,android phones,37,51,negative
they aren't compatible with a lot of android phones.,they,0,4,negative
they aren't compatible with a lot of android phones.,compatible,12,22,negative
"they had many discounts on mobiles , which made the price of mobile reasonable .",price of mobile,52,67,positive
they provide new dishes of their invention and they are very good.,new dishes,13,23,positive
they should improve that.,that,20,24,negative
they suggest many special games to me .,games,26,31,positive
this  hotel was  great the location is great very close to the beach,hotel,6,11,positive
this  hotel was  great the location is great very close to the beach,location,27,35,positive
"very clean site and confortable rooms, have nice prices and the service room is absolutly great.",rooms,32,37,positive
"very clean site and confortable rooms, have nice prices and the service room is absolutly great.",site,11,15,positive
"very clean site and confortable rooms, have nice prices and the service room is absolutly great.",service room,64,76,positive
"very clean site and confortable rooms, have nice prices and the service room is absolutly great.",prices,49,55,positive
very comfortable and not heavy despite having a steel tip,steel tip,48,57,negative
"very good phone, it sticks a little bit and has some errors but for the price it is very very good, I recommend it if you are without money.",price,72,77,positive
"very good place to rest

spacious comfortable room with good view",view,61,65,positive
"very good place to rest

spacious comfortable room with good view",room,46,50,positive
"very good place to rest

spacious comfortable room with good view",place,10,15,positive
very good presentation very exact and has special functions that I like,exact,28,33,positive
very good presentation very exact and has special functions that I like,presentation,10,22,positive
very good presentation very exact and has special functions that I like,special functions,42,59,positive
"very good service, the workers very kind and respectful, and very responsible.",workers,23,30,positive
"very good service, the workers very kind and respectful, and very responsible.",service,10,17,positive
we ate cold food and there is not air condition in the restaurant .,food,12,16,negative
we ate cold food and there is not air condition in the restaurant .,air condition,34,47,negative
we ate cold food and there is not air condition in the restaurant .,restaurant,55,65,negative
"we stayed 5 days at the hotel, the wonderful food and your attention",food,45,49,positive
"we stayed 5 days at the hotel, the wonderful food and your attention",attention,59,68,positive
"what a bad internet service, it drops every 30 seconds and the speed is bad",internet service,11,27,negative
"what a bad internet service, it drops every 30 seconds and the speed is bad",speed,63,68,negative
with it I improved my work in appen and I love it!,appen,30,35,positive
with it I improved my work in appen and I love it!,it,47,49,positive
with it I improved my work in appen and I love it!,it,5,7,positive
works perfectly and has a variety of games is a good buy,buy,53,56,positive
works perfectly and has a variety of games is a good buy,works,0,5,positive
you can enjoy  with spa and massage .,spa and massage,20,35,positive
you can have a good time with you family there .,there,41,46,positive
you can talk with your  friends  and have a nice time .,time,49,53,positive
It was nothing we expected.,Target Not Found,-1,-1,Not Available
Recently i went to Mcdonalds.,Target Not Found,-1,-1,Not Available
I went to the butcher's and bough a kg of cow liver.,Target Not Found,-1,-1,Not Available
The service at the table was very bad.,Target Not Found,-1,-1,Not Available
Stars: 4,Target Not Found,-1,-1,Not Available
i felt pain in my stomach and i visited the doctorand he discovered it was a germ so he prescribed a specific medicine to kill this germ.,Target Not Found,-1,-1,Not Available
I have read this book.,Target Not Found,-1,-1,Not Available
Better than some of it's competitors in this regard.,Target Not Found,-1,-1,Not Available
I loved.,Target Not Found,-1,-1,Not Available
you can invite your friend to play with him online .,Target Not Found,-1,-1,Not Available
Stars: 4.7,Target Not Found,-1,-1,Not Available
there are nigh parties too .,Target Not Found,-1,-1,Not Available
I think it is very low.,Target Not Found,-1,-1,Not Available
"On the advice of my friend, I bought this comedy book.",Target Not Found,-1,-1,Not Available
Huge breadth of content though that makes up for some missteps.,Target Not Found,-1,-1,Not Available
Stars: 5,Target Not Found,-1,-1,Not Available
Today i got a takeout from a new Indian takeaway that opened near where i live.,Target Not Found,-1,-1,Not Available
"Yesterday, me and my girlfriend came about 6 differents restaurant, and anyone have a reservation, ok, I understand  that its a limitated chairs and all this stuff, but you can public in your app or in yelp, in a day like valentines day, that you have tables AVAILABLES.",Target Not Found,-1,-1,Not Available
Spectacular,Target Not Found,-1,-1,Not Available
The decoration was very vintage.,Target Not Found,-1,-1,Not Available
It looked stylish and sleek.,Target Not Found,-1,-1,Not Available
the car comes with different internal designs.,Target Not Found,-1,-1,Not Available
Stars: 2,Target Not Found,-1,-1,Not Available
The service was very good.,Target Not Found,-1,-1,Not Available
Went to a restaurant been going to for many years.,Target Not Found,-1,-1,Not Available
I was given a good brand phone.,Target Not Found,-1,-1,Not Available
He linked my symptoms to a sort of disease immediately.,Target Not Found,-1,-1,Not Available
I have been using this TV for a year now.,Target Not Found,-1,-1,Not Available
you can find all kinds of chocolate that you might think of .,Target Not Found,-1,-1,Not Available
The tea is delicious but a lot of it may be unhealthy.,Target Not Found,-1,-1,Not Available
!,Target Not Found,-1,-1,Not Available
Do not recommend.,Target Not Found,-1,-1,Not Available
I can't wait to go back.,Target Not Found,-1,-1,Not Available
Nothing was as expected.,Target Not Found,-1,-1,Not Available
"the uber was very attentive, although a bit slow, I was in a hurry to get there and sadly he wasn't faster and I was late.",Target Not Found,-1,-1,Not Available
"Smartphones are an excellent technology in the right hands, but if you leave them within the reach of children it will steal their childhood",Target Not Found,-1,-1,Not Available
"They Have any gender-related mysteries, enigmas, Ufo, and different kinds of material in the relation to cultural stuff of the world in the past and the present.",Target Not Found,-1,-1,Not Available
it's made of original calf leather and has many pockets.,Target Not Found,-1,-1,Not Available
"fully recommended
Stars: 4.8",Target Not Found,-1,-1,Not Available
It has a beautiful cover and is expensive.,Target Not Found,-1,-1,Not Available
so it's a matter of luck.,Target Not Found,-1,-1,Not Available
It has a touch screen.,Target Not Found,-1,-1,Not Available
"Without being the best law firm, they do their job.",Target Not Found,-1,-1,Not Available
"A year ago, I went to this acupuncture clinic for my back pain.",Target Not Found,-1,-1,Not Available
For example to declare broke up the cost is 1500$,Target Not Found,-1,-1,Not Available
Stars: 4.5,Target Not Found,-1,-1,Not Available
I decided to visit the psychologist.,Target Not Found,-1,-1,Not Available
"i wish a phone that have it all, camera, screen, ram, internal memory, expandible memory, features, etc.",Target Not Found,-1,-1,Not Available
He treated my pain in 2 separate sessions.,Target Not Found,-1,-1,Not Available
Had some server issues while searching but nothing that lasted long enough to really hamper my experience.,Target Not Found,-1,-1,Not Available
Back two months ago I hire some decorist friend of the family because we were living abroad and planning on moving back into our home and wanted to refresh the rooms.,Target Not Found,-1,-1,Not Available
"Exceptionally stable OS and for the price I paid for it, the quality far exceeds the price point.",Target Not Found,-1,-1,Not Available
Pretty well!,Target Not Found,-1,-1,Not Available
it can be better,Target Not Found,-1,-1,Not Available
Very good!,Target Not Found,-1,-1,Not Available
I have never felt real joy for a long time.,Target Not Found,-1,-1,Not Available
Stars: 3,Target Not Found,-1,-1,Not Available
"At first, when it came to setting it up, finding the right range from the WI-FI box was a bit of a pain but after that hurdle it was pretty simple.",Target Not Found,-1,-1,Not Available
But when our problem was finally resolved we were able to enjoy our stay.,Target Not Found,-1,-1,Not Available
"I could not find anyone to help me  choose the right fridge for me , so I went home without buying anything",Target Not Found,-1,-1,Not Available
I bought this laptop 3 months ago.,Target Not Found,-1,-1,Not Available
The hat has two colors within inside and out side.,Target Not Found,-1,-1,Not Available
Went to get a new phone and they made sure everyone wore masks and kept six feet apart.,Target Not Found,-1,-1,Not Available
:d,Target Not Found,-1,-1,Not Available
Only its warranty is low.,Target Not Found,-1,-1,Not Available
you can charge you mobile phone within 30 minutes .,Target Not Found,-1,-1,Not Available
"As we were leaving everyone said good bye, have a great day, stay safe.",Target Not Found,-1,-1,Not Available
I would really stay again.,Target Not Found,-1,-1,Not Available
I bought a robotic vacuum which was on offer at the local store.,Target Not Found,-1,-1,Not Available
i'm disappointed.,Target Not Found,-1,-1,Not Available
Just what I needed.,Target Not Found,-1,-1,Not Available
wonderful!,Target Not Found,-1,-1,Not Available
there is an  air condition inside .,Target Not Found,-1,-1,Not Available
All that was breathed was peace and quiet.,Target Not Found,-1,-1,Not Available
We will never return.,Target Not Found,-1,-1,Not Available
Its so difficultÂ¡?,Target Not Found,-1,-1,Not Available
"pretty good, pretty strong and very so much fast!",Target Not Found,-1,-1,Not Available
I ordered  a shirt one month  ago .,Target Not Found,-1,-1,Not Available
Buy a washing machine and go unconsumed within a few days,Target Not Found,-1,-1,Not Available
It was not what we expected.,Target Not Found,-1,-1,Not Available
As recommended to me.,Target Not Found,-1,-1,Not Available
Its environment dates back to unknown times and to different beliefs and ethnic groups that have prepared this dish in different ways over the years.,Target Not Found,-1,-1,Not Available
"uncomfortable access to parking, but very neat.",Target Not Found,-1,-1,Not Available
my baby is 4 months oldand he began to cough seriously so I visited the doctor and he assured me that it's because he needs breast milk not any other sort of milk.,Target Not Found,-1,-1,Not Available
Was trying to purchase a certain video game and was able to with little to no effort.,Target Not Found,-1,-1,Not Available
I have received 2 job interviews with companies during this period.,Target Not Found,-1,-1,Not Available
The color of the frame changes with the light.,Target Not Found,-1,-1,Not Available
I hope to expand my collection.,Target Not Found,-1,-1,Not Available
"Very rustic car, not very ergonomic and not recommended for a large family.",Target Not Found,-1,-1,Not Available
I bought a pair of sneakers 6 months ago.,Target Not Found,-1,-1,Not Available
