sentence,aspect_terms,polarity
"pretty good, pretty strong and very so much fast!","['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
I ordered  a shirt one month  ago .,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
Buy a washing machine and go unconsumed within a few days,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
It was not what we expected.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
As recommended to me.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
Its environment dates back to unknown times and to different beliefs and ethnic groups that have prepared this dish in different ways over the years.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
"uncomfortable access to parking, but very neat.","['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
my baby is 4 months oldand he began to cough seriously so I visited the doctor and he assured me that it's because he needs breast milk not any other sort of milk.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
Was trying to purchase a certain video game and was able to with little to no effort.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
I have received 2 job interviews with companies during this period.,"['time', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found', 'Target Not Found']","['positive', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']"
