sentence Id,sentence,aspect_term,polarity
4923,child actors have a really bad reputation . did anyone see knowing ? the kid playing nicolas cage ' s son was terrible .,['nicolas cage'],['neutral']
4924,"got windows 7 working . again . hopefully it wo n't boom again . but i lost all of my weekend to this , instead of writing for 30fic or nano .",['windows 7'],['neutral']
4925,"So what will be obama 's next shady deal ? Maybe it 's to Nationalize your 401k 's , IRA 's , or anything he thinks should be redistributed !",['obama'],['negative']
4926,"Armin van Buuren at Zouk then Bob Dylan , john legend , and Imogen Heap . This week sounds good ! rockandroots zouksingapore",['john legend'],['positive']
4927,Do you like harry potter ? HP6 is playing on T-hall Lawn this Saturday at 8 !,['harry potter'],['neutral']
4928,he looks thrilled . i 'm sure he loves being known as '' father of sarah palin ' s grandchild '',['sarah palin'],['neutral']
4929,rumored britney spears demo sounds 3-ish and radar-ish . . i don like it but i think its fake anyways :,['britney spears'],['negative']
4930,at last ! i already have britney spears ' new single '' 3 '' in my pod and i 'm listening to it now :-RRB- i like it !,['britney spears'],['positive']
4931,"played '' press your luck '' on wii last night . the game is truly just like the old show in the 80s . well done , nintendo !",['wii'],['neutral']
4932,How to present like steve jobs,['steve jobs'],['neutral']
4933,My Nigga snoop dogg Be fucking the Mess out Wiz Khalifa 's Mom On The Low Doe,['snoop dogg'],['negative']
4934,nothing better than relaxing with my ipod and cell phone with zero messages in a dodge truck . i 'm kind of liking life as of now .,['ipod'],['positive']
4935,britney spears pleaseeeeeee kalo engga cobra starship + leighton meesternya hehehe lady gag aja dooong amp ...,['britney spears'],['neutral']
4936,"early start 2morro . not even on that . need to sleep but i swear down , having an iphone is the worlds most sleep preventing thing loool",['iphone'],['neutral']
4937,i love my job . i get to go to a lot of overseas places ... like canada . - britney spears stupidphrases,['britney spears'],['negative']
4938,is loving britney spears ' 3 ! nice job britney ! and i do n't care if her song means . . well . . you know what . . i still love it,['britney spears'],['positive']
4939,"gag is trending ! Good going , Germanotta . And madonna has a sense of humor again !",['madonna'],['neutral']
4940,installing windows 7 ultimate in vmware fusion 3 .,['windows 7'],['neutral']
4941,harry potter is one pale muhfucka,['harry potter'],['negative']
4942,google wave - yes please !,['google wave'],['positive']
4943,What 's worse is he dresses up like madonna too .,['madonna'],['neutral']
4944,nobel peace prize - jimmy carter won one too the last time america was in the crapper . i think that says it all !!!,['jimmy carter'],['neutral']
4945,"Question : obama , Hillary , and McCain were all in a boat . The boat sank . Who was once saved ? Answer : America",['obama'],['negative']
4946,100factsaboutme i love justin bieber although i 'm not a believer :D 8,['justin bieber'],['positive']
4947,"nobel surprise : obama joins the ranks of arafat , jimmy carter , kofi annan & amnesty international",['jimmy carter'],['neutral']
4948,on cb : living ' like michael jackson : nicolas cage is millions in debt,['nicolas cage'],['neutral']
4949,lohan a bad influence : michael lohan claims daughter lindsay lohan is a bad influence on teenage sister alianoth . .,['lindsay lohan'],['negative']
4950,I love how niggas rally behind charlie sheen but wo n't dare go to a Bobby Brown show,['charlie sheen'],['positive']
4951,"al gore book is beautifully executed , but lacks some killer features , but good first effort ... ca n't help thinking this could be html though",['al gore'],['neutral']
4952,lindsay lohan slam jewel theft accusation,['lindsay lohan'],['neutral']
4953,"okay ! okay ! heard you guys -LRB- do n't cha worry i still got many new info about the rulling pop star justin bieber , want to start it huh ' shout !",['justin bieber'],['negative']
4954,ilol . i do like the look of the kindle . i want it for reading reports and articles in pdf .,['kindle'],['positive']
4955,"my sister does n't believe i kissed britney spears outrageous ! so , would you like to ?",['britney spears'],['neutral']
4956,not used the kindle for magazines/newspapers so far . i find myself skimming stuff like that on my phone,['kindle'],['neutral']
4957,"what a week we bombed the moon , marge simpson was on the cover of playboy and barack obama won the nobel peace prize ... NICE !",['barack obama'],['negative']
4958,just did the dishes while I listened to britney 's leaked songs from her new album I love all the songs it 's such an amazing album : -RRB-,['britney'],['positive']
4959,"i agree with you . i love my bb !! and it actually works great as a phone , unlike iphone , which is just an application mobile , in my mind .",['iphone'],['neutral']
4960,beyonce can so out perform & entertain way more than britney spears any day ! well at least in concert,['britney spears'],['neutral']
4961,"true knocking ! rt : tommiesunshine britney spears new song 3 is 1 on billboard , clearly illustrating that americans have no taste in music .",['britney spears'],['negative']
4962,Went to a seminar yesterday where al gore was speaking . Very interesting chap .,['al gore'],['positive']
4963,"of all the devices i 've coded for , the kindle is the most resistant to special -LRB- and not even that special -RRB- formatting .",['kindle'],['neutral']
4964,Dissidents out of step - Clinton : US Secretary of State hillary clinton says Northern Ireland dissidents are '' o . .,['hillary clinton'],['neutral']
4965,definitely . was excited to watch fat camp & dumb mtv put britney spears on,['britney spears'],['negative']
4966,"google wave ? it 's the new thing . . you have to get an invite , which i do n't have any of yet , and it 's pretty cool",['google wave'],['positive']
4967,"Massive OSX snow leopard bug can destroy all user data , Mac enthusiasts shrug it off as a feature and praise steve jobs",['steve jobs'],['neutral']
4968,have the courage to follow your heart and intuition . They somehow already know what you truly want to become . - steve jobs,['steve jobs'],['neutral']
4969,"john boehner called the idea of raising taxes '' unacceptable and a nonstarter . '' Sorry Mr. Boehner , but YOU are ... .",['john boehner'],['negative']
4970,"-LRB- co n'td -RRB- I like to watch my fiance lethalfrag play video games sometimes . I love peanut butter , Julia Child and martha stewart .",['martha stewart'],['positive']
4971,"Ryo Ishikawa , the next tiger woods ? I sort of doubt it , but he sure showed his potential . Wow , I actually watched some golf this weekend .",['tiger woods'],['neutral']
4972,"newer one , i have a severe aversion to lindsay lohan . they tried to make me watch the herbie remake , too . i feigned illness .",['lindsay lohan'],['neutral']
4973,i think someone on fashionism.org is smoking lindsay lohan ' s stash because shit it crazy,['lindsay lohan'],['negative']
4974,found my ipod and all is well now,['ipod'],['positive']
4975,"2 weeks before the nominating deadline for a Nobel Prize , Obama takes office ? So the prize was for making peace with hillary clinton ? Nobel",['hillary clinton'],['neutral']
4976,larry king on Elizabeth Taylor : ' We 'll Never See the Likes of Her Again ' -LRB- Video -RRB- : Kimberly Nordyke The former talk ... .,['larry king'],['neutral']
4977,How blah that Gmail does n't let me switch between different accounts . Logging out personal mail to use work-related google tools sucks,['google'],['negative']
4978,"Derek Jeter , Joe Mauer , albert pujols , Josh Hamilton , Dustin Pedroia top five most purchased baseball jerseys .",['albert pujols'],['positive']
4979,U.S. lawmakers press Obama on Afghan war strategy : President barack obama told congressional leaders on Tuesday . .,['barack obama'],['neutral']
4980,im so jealous of lindsay lohan for getting to kiss chad michael murray ... but shes a lesbian now sooo ... whatever,['lindsay lohan'],['neutral']
4981,"Despite the divorce from madonna last year , Guy Ritchie says : '' I still love her . But she 's retarded , too . '' Nice to know .",['madonna'],['negative']
4982,rev run & Diggy Simmons : Generation RUN Video : Generation RUN : Hip-hop pioneer rev run and his son Diggy discu ... .,['rev run'],['positive']
4983,i might need to initiate bitchmode . edwardfrost has threatened to toss my psp ! notmygoodchina !,['psp'],['neutral']
4984,Americans favor Obama approach on Iran : Poll : Most Americans favor US President barack obama ' is policy of . .,['barack obama'],['neutral']
4985,"its funny how Bush was criticized for everything he did , but when obama bombs Libya without Congress ' approval , nobody says shit . .",['obama'],['negative']
4986,what the hell is '' 3 '' by britney spears about ... love the song ... lets look up the lyrics lol,['britney spears'],['positive']
4987,"Shit , you could of just let me loose on the High School Musical set & i 'd of been 1 happy ass dude with ashley tisdale & Vanessa Hudgens b lol",['ashley tisdale'],['neutral']
4988,awesome deal : canon powershot sd780 is 12.1 mp digital camera $ 200 at best buy,['canon powershot'],['neutral']
4989,wrongbehavior asked : khloe kardashian met britney last night !!! It was like her dream ! and britney looked so ... .,['khloe kardashian'],['negative']
4990,just crashed firefox with my awesome google wave gadget . ha !,['google wave'],['positive']
4991,anaraemiller knows every single word to harry potter ... i hate my life herobsession,['harry potter'],['neutral']
4992,"britney spears gets it . '' 3 '' << that 's a good number , not one . ; d",['britney spears'],['neutral']
4993,"I despite Lindsay Lohan , paris hilton , Miley Cyrus and all these stupid bitches who do n't know what to do with their lives or money !",['paris hilton'],['negative']
4994,The Saturday Night Live Season 36 with russell brand is so awesome ! Hope everyone can see it .,['russell brand'],['positive']
4995,"Why is it not a problem for arnold schwarzenegger , A foreigner , to Govern California ? Is it because he 's Republican ? Or not colored ??",['arnold schwarzenegger'],['neutral']
4996,please tell me what is includded on the package of the preowned original psp that is in the website of gamestop,['psp'],['neutral']
4997,"Like ... . the lag is 34 whole seconds . I 'm not lying . It 's so awkward . Y' all fucking up my husband , anderson cooper 's , flow .",['anderson cooper'],['negative']
4998,"if i buy a kindle now , will there be a more amazing model in two months ?",['kindle'],['positive']
4999,'' what were they thinking ? '' analysts say lindsay lohan ' s widely panned designs for luxury label ungaro may spell . .,['lindsay lohan'],['neutral']
5000,"`` As they are undertaking a war against barack obama and the White House , we do n't need to pretend ...",['barack obama'],['neutral']
5001,SHe got That good good SHe micheal jackson bad and im attraccted to heR with Her ATtRAcTivE Asssz,['micheal jackson'],['negative']
5002,Gravity by john mayer . Such a great song to feel better : -RRB-,['john mayer'],['positive']
5003,just saw someone refer to google wave as google dave . it 's a far better name .,['google wave'],['neutral']
5004,RT ROBOTScantlaugh : lakers can lick these green balls that you all love . ha CelticsGang !,['lakers'],['neutral']
5005,"i admire selena . she get death threats , hate , insult and she 's stills with justin . kim kardashian stopped after a hug .",['kim kardashian'],['negative']
5006,i would love a google wave invite it looks fantastic !! jake.c.phillips googlemail.com thanks guys !,['google wave'],['positive']
5007,Hahaha madonna ' is like 50 + ! you like the older women aye ... ?,['madonna'],['neutral']
5008,"wow , i should n't be this shocked but goddamn lindsay lohan does n't look like gollum . i 'm taken aback tbh",['lindsay lohan'],['neutral']
5009,"Umm , ryan seacrest is on during Tony Matteo 's slot on Alice . No me gusta . I have Matteo memories to keep . Do n't remind me they are gone .",['ryan seacrest'],['negative']
5010,allkpop i like 3 by britney spears,['britney spears'],['positive']
5011,"nicolas cage sues business manager , says he is to blame for debt - chattahbox : bbc nicolas cage sues business . .",['nicolas cage'],['neutral']
5012,-LRB- psx - psp -RRB- heart of darkness converted properly -LSB- resourcerg games by klown -RSB-,['psp'],['neutral']
5013,"Thinking about micheal jackson , n I realize Katt Williams got ta change up his whole shit , damn no more little boy booty holes",['micheal jackson'],['negative']
5014,"Time for sleep ; goodbye strange day of Fringe freakies , madonna ' is art and pleasant surprises . Tweet Dreams .",['madonna'],['positive']
5015,technology info : how to enable windows 7 virtual wifi,['windows 7'],['neutral']
5016,about to board the hope trolley . feel like a badass . or barack obama .,['barack obama'],['neutral']
5017,she looks awful did lindsay lohan borrow - and not return - more expensive items ? gossipcop examines :,['lindsay lohan'],['negative']
5018,100factsaboutme 17 . I think justin bieber is freaking awesome .,['justin bieber'],['positive']
5019,lindsay lohan is coming out with a clothing line . it will be the first line that she wo n't have to cut with a razor blade ! oooooooooh !,['lindsay lohan'],['neutral']
5020,i 'm thinking people need to go a little bit easier on good old lindsay lohan,['lindsay lohan'],['neutral']
5021,Census : Detroit 's population falls 25 percent - U.S. news - msnbc.com . via msnbc - Asshole GOP is going to Blame obama P2,['obama'],['negative']
5022,JTT Great Actor and Governor : arnold schwarzenegger : One of Hollywood 's famous personalities is Arnold Alois Sch ... .,['arnold schwarzenegger'],['positive']
5023,"madonna Collects Her Cash From A Brit Paper : Who the hell is dumb enough to screw with madonna ? Apparently , bathroom . .",['madonna'],['neutral']
5024,i could sit there and psp / read/tweet away on monday . tues would be before/after school . monday 's the better option eh ?,['psp'],['neutral']
5025,I do n't think ashton kutcher is that hot : / do n't get the fascination !,['ashton kutcher'],['negative']
5026,"i know , i 'm annoying :-LRB- sorry but i think , it 's pretty cool , that you love britney spears so much ... that 's unique ! ; -RRB-",['britney spears'],['positive']
5027,lol why you not buying a ipod nano and a normal phone it 's cheaper but phone is the best phone lol,['ipod'],['neutral']
5028,forgot how much i love the song toxic by britney spears . : -RSB-,['britney spears'],['neutral']
5029,I 'm becoming like martha stewart all this damn cooking ... well if you want to be healthy it seems you got ta cook alot of meals yourself,['martha stewart'],['negative']
5030,ryan seacrest just said '' regal '' aka my name aka I 'm famous woo,['ryan seacrest'],['positive']
5031,"listening to music . call me crazy , but i like shuffling all the genres together on my ipod :-RRB- . currently playing alexandra burke .",['ipod'],['neutral']
5032,"ever Longoria is no TEN | Ayyyy ! : April 8 , 2011 in Ayyyy ! , babies , Booze , Breaking Up , Britney Spears , charlie sheen , .",['charlie sheen'],['neutral']
5033,"i will always invest in hardcover books , so i never thought it before ... but i think the kindle is pretty damn cool .",['kindle'],['negative']
5034,So Dani just watch harry potter for the first time and she loved it ! Lol she said can we watch all of them now please ?,['harry potter'],['positive']
5035,omg this one thing about britney spears '' videos '' keep on following me . i 'm like block block block !!! so annoying ! dinnerrrr ?,['britney spears'],['neutral']
5036,i 've seen and heard excellent things about the latest canon powershot sd series .,['canon powershot'],['neutral']
5037,3 by britney spears is still suck i my head,['britney spears'],['negative']
5038,JoBroBoySupport omg i love that song !!!! i love singing that song and i like singing lady gaga :P im weird,['lady gaga'],['positive']
5039,I favorited a YouTube video -- harry potter with ADHD - with guest star nigahiga ! -LRB- ES 4b -RRB-,['harry potter'],['neutral']
5040,Golf and rugby union sevens get the nod for Rio Olympics in 2016 : • tiger woods says he hopes to compete in Bra . .,['tiger woods'],['neutral']
5041,lindsay lohan is such a train wreck . every time the media forces me to see her she looks more and more like a crack whore .,['lindsay lohan'],['negative']
5042,love the new ipod thanks to the hubbz,['ipod'],['positive']
5043,attention . crazy bitch who almost ran me off road . stop fake texting to avoid eye contact . i know the difference between itouch and iphone . idiot .,['iphone'],['neutral']
5044,"connection is the best application ever . for windows seven only . ive connected another pc , pod touch and wii .",['wii'],['neutral']
5045,It would make me so happy to see Adele knock the Katy lady gaga reigns off Billboard Hot 100 & take 1 with Rolling In The Deep,['lady gaga'],['negative']
5046,DonnaDaily oh mos definitely . love the ipad .,['ipad'],['positive']
5047,Oh yeah i am not aloud to do a harry potter book report either because mum that is just childish grrr i show you childish no dessert for you,['harry potter'],['neutral']
5048,i despise the wii . does n't catch the signals for guitar hero as well .,['wii'],['neutral']
5049,Yalready know !! RT BigJamaal lakers Where y' all at ?,['lakers'],['negative']
5050,I wan na invisibility cloak ! I love harry potter : -RRB-,['harry potter'],['positive']
5051,"Also , I backed her in 2006 , while working the summer in AK . 2BlueStarMom dva1946 Why do you hate sarah palin ?",['sarah palin'],['neutral']
5052,britney spears new album the singles collection avail nov 10 ! ultimate fan box set out 11/24 ! '' 3 '' video premiere details soon !,['britney spears'],['neutral']
5053,"yeah boy !!! RT Michael_JCox : Btw , lakers . lakerhaterandproudofit .",['lakers'],['negative']
5054,Twitition Let Uzma fulfill her wish : Tell justin bieber she love him .,['justin bieber'],['positive']
5055,odd news of the day : the dating habits of iphone users | datingish : i see the whole article about gadgets and n . .,['iphone'],['neutral']
5056,jamie lee curtis overshadows lindsay lohan like no other in freaky friday . well obviously . it 's lindsay lohan .,['lindsay lohan'],['neutral']
5057,paris fashion week lindsay lohan ' s first emanuel ungaro collection is a walk of shame,['lindsay lohan'],['negative']
5058,I 'LL deathmatch justin bieber 20 TIMES FOR YOU WHEN HE COMES ONLINE IF YOU GO FOLLOW iBieberRoses iBieberRoses iBieberRoses I PROMISE :-RRB- 4,['justin bieber'],['positive']
5059,does my . alltop.com work on iphone ? i ca n't see any way to login to see my custom page help me please,['iphone'],['neutral']
5060,at least i have tmbg on my ipod now : d,['ipod'],['neutral']
5061,google wave is a machine for annoying me .,['google wave'],['negative']
5062,i love harry potter marathons,['harry potter'],['positive']
5063,lindsay lohan has blasted reports she infuriated fashion bosses after failing to return designer accessories lo . .,['lindsay lohan'],['neutral']
5064,"The last time we had a big idea , it 'd already been done by barack obama . Looks like today 's idea has been done by someone on B3TA . Hmm .",['barack obama'],['neutral']
5065,Because God and steve jobs both hate us,['steve jobs'],['negative']
5066,is excited as hell for the new super mario brothers . wii coming out next sunday :,['wii'],['positive']
5067,"here are 4 names , which prove the nobel peace price is a joke . al gore , jimmy carter , yasser arafat , and desmond tutu . enough said ! tcot",['jimmy carter'],['neutral']
5068,RT if you would love to be lady gaga 's sister : -RRB-,['lady gaga'],['neutral']
5069,for one day only . i hate my iphone ... will gladly swap for a phone that is functioning,['iphone'],['negative']
5070,"justin bieber is an illuminati ! Hahah evil message in the song , '' baby '' lmfao ! Hahahahahahah",['justin bieber'],['positive']
5071,"Jonas - '' alex rodriguez '' : Ashton Kutcher has Punk 'd , and while that provided some entertainment , it 's gotten a ... .",['alex rodriguez'],['neutral']
5072,people : britney spears en bikini : comment vous la trouvez ? : le break en famille de britney spears su . .,['britney spears'],['neutral']
5073,"Hypocrisy in Health Accusations : ... against Republican presidential nominee john mccain : '' Indeed , in October 20 ... .",['john mccain'],['negative']
5074,The world is full of interesting things - awesome collection from tomux at google Creative Lab : . via BBHLabs,['google'],['positive']
5075,EliasDarwish those cars are great but wont replace taxis here ☺ google ate up why ! not only 4 the free coffee . . cool seminars : helpful & relevant ☺,['google'],['neutral']
5076,celebrity textnews britney spears voted best celebrity ' mum ' - huliq : britney spears voted bes . .,['britney spears'],['neutral']
5077,Ryan Adams should have married me instead of mandy moore . I 'm like 12x more exciting .,['mandy moore'],['negative']
5078,hillary clinton brings US peace tour to Moscow - RT,['hillary clinton'],['positive']
5079,"RT if you love Miley Cyrus , demi lovato , Selena Gomez or Justin Bieber",['demi lovato'],['neutral']
5080,"Jeff Toobin tells anderson cooper that Donald Trump is n't crazy or a bigot , just an '' opportunist . '' Ca n't he be all three ? birthers",['anderson cooper'],['neutral']
5081,lmao ! what a freak man . no one wants to watch britney spears suck penis . xd,['britney spears'],['negative']
5082,np justin bieber Stuck in the moment yeah ! full jailbait Now !,['justin bieber'],['positive']
5083,Who the fuck is '' character '' on the lakers ?,['lakers'],['neutral']
5084,how to protect the launch of windows 7 using a usb flash drive,['windows 7'],['neutral']
5085,okay i had to cut my lakers on fuck this crazy bitch on swimfan lol,['lakers'],['negative']
5086,alex you brat i want to play wii fit,['wii'],['positive']
5087,himynameisbrie Lies I am a female and hate you singing lady gaga in my car jk : - -RRB-,['lady gaga'],['neutral']
5088,"microsoft refunds xbox live points purchased by dog , grants canine a gamertag ... seriously",['xbox'],['neutral']
5089,no problem i be hating that lol i keep seeing britney spears sucking penis loll,['britney spears'],['negative']
5090,Just left the Monster Ball !! lady gaga thanks for being so damn amazing at everything you do - Ill be a Little Monster for life !!!!,['lady gaga'],['positive']
5091,Veteran players defend maradona ahead of Peru match,['maradona'],['neutral']
5092,-LSB- Mac -RSB- Disney turns to Apple 's steve jobs to spark retail magic : As Disney attempts to get more aggressive . .,['steve jobs'],['neutral']
5093,harry potter is on then next is the nightmare before christmas fuckyeah,['harry potter'],['negative']
5094,"Hey people , if you love harry potter be sure to follow HogwartsRadio :D followHogwartsRadio",['harry potter'],['positive']
5095,"i went to that forum , saw another book somebody recommended and bought it via kindle application for phone .",['kindle'],['neutral']
5096,". Now that you 've had a chance to preview the album , tell us which track is your favorite ! britney spears - official ... *",['britney spears'],['neutral']
5097,RT StephanieMLerma : WEEJAY619 I hate the lakers lol << oops did you fuck up on that WEEJAY619,['lakers'],['negative']
5098,haahahahah shoo feeha madonna ! I love her ! Hehe btw dropdeaddiva is amaaaazing !!!!,['madonna'],['positive']
5099,With all of the Jeopardy talk recently I 've had weird al 's I Lost on Jeopardy stuck in my head .,['weird al'],['neutral']
5100,"Supremes decline hearing IL Choose Life license plate lawsuit , which implicated former state Sen. barack obama btw -",['barack obama'],['neutral']
5101,"for the nth time , i have no interest in seeing britney spears do anything . * clicks block *",['britney spears'],['negative']
5102,"Team Justin ! Team Selena ! Team Jelena ! Justin Bieber belongs to selena gomez , and selena gomez belongs to Justin Bieber !",['selena gomez'],['positive']
5103,$ 7.40 - gold plated component av cable for psp go -LRB- 1.6 am -RRB- : sku : 30620 price : . .,['psp'],['neutral']
5104,"split/second video - like a demolition derby where you destroy the environment , not other cars videogames ps3 xbox",['xbox'],['neutral']
5105,HIP HOP DISRESPECT : paris hilton : '' I Ca n't Stand Black Guys '' 2 see VIDEO click = = >> . RETWEET,['paris hilton'],['negative']
5106,"coincidentally , it 's pride weekend in psp . oh snaps , girl ! i 'm finna bag me an octogenerian shuggah daddy .",['psp'],['positive']
5107,"still no google wave invite ... i 'm not sure i miss it anymore . to all of you using it , is it worth your time ?",['google wave'],['neutral']
5108,"4 the love of all that 's holy . why the fuck are they remaking the ' 92 ferrara/harvey keitel classic , bad lieutenant -- with nicolas cage ??",['nicolas cage'],['neutral']
5109,obama was wrong from day 1 all he did was delay or procrastinate on no fly zone AcademicHelp,['obama'],['negative']
5110,lady gaga I miss you I love you,['lady gaga'],['positive']
5111,battlefront - elite squadron for psp and ds,['psp'],['neutral']
5112,"judge extends lohan 's sentence , says next violation means jail : a beverly hills judge extended lindsay lohan ' s p . .",['lindsay lohan'],['neutral']
5113,"khakis , blue shirts , and belts with blackberry cases firmly attached . oh and the ipad . i hate ipad !! * sigh",['ipad'],['negative']
5114,Like it ! Romance book The Daydreamer - A Werewolf Novel -LSB- taylor swift Playlist -RSB- - The Daydreamer - ... Wattpad .,['taylor swift'],['positive']
5115,seeing logmein ignition iphone application has me wondering ; can i use this to get on my web server ? like rdc for the iphone ?,['iphone'],['neutral']
5116,you are the one who pushed me over the kindle edge and now i ca n't live w/o it . do n't like when books not available !!,['kindle'],['neutral']
5117,i really do not like this new britney spears song,['britney spears'],['negative']
5118,wow i want a black nintendo wii : -RRB-,['wii'],['positive']
5119,xbox live : the dark fenix is currently online . playing borderlands . level 21 hunterfavorite mfg : vladof . -LRB- xbox live nation -RRB-,['xbox'],['neutral']
5120,does vmware fusion support windows 7 yet ? at $ 30 w/student discount i might pick up a copy to kick the tires .,['windows 7'],['neutral']
5121,ashton kutcher in the nikon commercials . stupid,['ashton kutcher'],['negative']
5122,i am so a shamed to say that im in love with britney spears - 3 song heheeh,['britney spears'],['positive']
5123,You are the best person in the world . Anyone who has n't read harry potter is a failure in life .,['harry potter'],['neutral']
5124,"i will either get windows 7 or fedora 11 , i like penguins .",['windows 7'],['neutral']
5125,freaky friday is onnnnnnnn !!!!!! i fucking love this movie !!!! lindsay lohan and tienna are the shit in this band !!,['lindsay lohan'],['negative']
5126,I love Apple and Disney ! steve jobs is now working to spark Disney 's retail magic,['steve jobs'],['positive']
5127,"Ooh * sarcastically * my bad lmao and no , its sarah palin",['sarah palin'],['neutral']
5128,charlie sheen is tweeting this - Work from home for FREE .,['charlie sheen'],['neutral']
5129,I do n't like kim kardashian . Not only does she have an irritating voice but she wears fur . Awful,['kim kardashian'],['negative']
5130,congratulations to barack obama - Nobel Peace Prize . Wow .,['barack obama'],['positive']
5131,bbc England upbeat after Bresnan scan : England are optimistic that tim bresnan will be fit ... .,['tim bresnan'],['neutral']
5132,"American Thinker - Obama , The God That Failed : The left pinned its hopes and dreams on barack obama . After assuri ... .",['barack obama'],['neutral']
5133,watching the ' Triumph of the Nerds ' video for hst250 seriously makes me think that bill gates is THE nerdiest nerd ever to exist .,['bill gates'],['negative']
5134,I just commented : I CA N'T WAIT TO SEE it !!! in the taylor swift phone application .,['taylor swift'],['positive']
5135,getting ready to load kindle ... any suggestions ? like yeah paranormal stuff with some romance .,['kindle'],['neutral']
5136,"OMG I love madonna and Lady gag , its a tie !",['madonna'],['neutral']
5137,consistently gets followed by users with icky nude pictures of britney spears what the fuuuuuuck !!! hahahaha parental guidance,['britney spears'],['negative']
5138,: i barely survive without my ipod,['ipod'],['positive']
5139,"The making-of feature is led by mandy moore and Zachary Levi and basically plays like a Disney Channel aside , but I ... .",['mandy moore'],['neutral']
5140,trying to get my mind off of this - Alex Takes your Calls on Radiation from Japan and obama 's Bush Like Inva ... .,['obama'],['neutral']
5141,Lonely Island has replaced weird al as my favorite satirical musical artist of all time .,['weird al'],['negative']
5142,"He had both Usher and justin timberlake clamoring to sign him , and after signing with Usher 's label , now counts the ... .",['justin timberlake'],['positive']
5143,What 's With All the % ! Language ? : By KENNETH P . VOGEL President barack obama called rap star Kanye West `` . .,['barack obama'],['neutral']
5144,"giveaway xbox 360 , modern warfare 2 & more !",['xbox'],['neutral']
5145,i don understand what snoop dog is saying in the Black and yellow remix . . o_0 '' im the big Chiefa ? '',['snoop dog'],['negative']
5146,"damn noobs , some one on wow was like i haz windows 7 its the best os ever , so i just looked at him like ... yeaaaah what proof have you got ?",['windows 7'],['positive']
5147,latest in fashion lindsay lohan ' s collection an insult to fashion | ungaro,['lindsay lohan'],['neutral']
5148,looks like lindsay lohan and samantha ronson are not on good terms again,['lindsay lohan'],['neutral']
5149,The best way to Maasai Mara game reserves is through obama 's father Home city of Kisumu .,['obama'],['negative']
5150,i love micheal jackson to,['micheal jackson'],['positive']
5151,dancing to some britney spears ' i love rock n roll ' what a classic . did anyone else like ' cross roads ' or was it just me ?!,['britney spears'],['neutral']
5152,He did maximize the distance between the sarah palin and the nuclear trigger . Peace-promoting accomplishment .,['sarah palin'],['neutral']
5153,yo just got that '' britney spears sucking a cock '' follower . . heard that shit spam so about to block it,['britney spears'],['negative']
5154,Aussies are going down . . ms dhoni will pull the rabbit out od the hat at some point . . I regard australia but pointing ... .,['ms dhoni'],['positive']
5155,how to look like a victoria 's secret supermodel with lindsay lohan,['lindsay lohan'],['neutral']
5156,rt justaskgemalto reminder : take the digital security quiz for the chance to win an amazon kindle !,['kindle'],['neutral']
5157,"to do list ; kill the twins , kill louis , kill george bush -LRB- don ask -RRB- , meet olly + jamie , marry danny jones and then discover vampires are real",['george bush'],['negative']
5158,I am starting to love selena gomez ☺,['selena gomez'],['positive']
5159,'' Revolver '' 85 % critbot Classy dark gangster movie by then Mr. madonna . Jason Statham plays himself - as always .,['madonna'],['neutral']
5160,Live from New York ! jimmy fallon loves the Long Island University Blackbirds .,['jimmy fallon'],['neutral']
5161,"War : Obama 's fatal attraction : Instead , we elected barack obama , who firmly rejected military action for purely ... .",['barack obama'],['negative']
5162,"nikki Minaj went platinum , is on tour with Wayne and now she 's about to go on tour with britney spears this summer . That 's super huge",['britney spears'],['positive']
5163,"I did n't even know that madonna ' is fifty , she has the body of a man half her age",['madonna'],['neutral']
5164,finally got into google wave . do n't bother asking me for invites . i have a list in order of people who get them,['google wave'],['neutral']
5165,Meet Jasmine villages : Did Justin Bieber and selena gomez break up because of her ? : Did Justin Bieber and Selena ... .,['selena gomez'],['negative']
5166,harry potter marathon . loving it ! = -RSB-,['harry potter'],['positive']
5167,"dina says lindsay lohan is a genius : get your blogs , save your time we ca n't help following this lindsay lohan . .",['lindsay lohan'],['neutral']
5168,i totally accept ipod presents ! ipod is are fun . and by fun i mean fuckyeahportablemusic,['ipod'],['neutral']
5169,obama 's meaning of change . War in Africa instead of the middle east .,['obama'],['negative']
5170,barack obama ' is amazingly consistent smile,['barack obama'],['positive']
5171,"belieberfuckyeah - I had to download google chrome , then you go to the website for the menu icons , then click ... .",['google'],['neutral']
5172,steve jobs is wrong in saying '' be hungry be folloish '' . . never be foolish . . develop the quiality of not being foolish,['steve jobs'],['neutral']
5173,"Paparazzi GPS : katy perry Purrs Down Under , Maksim Hits Hollywood and More : katy perry was spotted giving high f ... .",['katy perry'],['negative']
5174,well ... got my wii to play super smash brothers brawl ... for 3 minutes . i got it christmas of 08 and the game wo n't work experience,['wii'],['positive']
5175,"celeb rumors update ! , lindsay lohan ' s probation extended for one year -",['lindsay lohan'],['neutral']
5176,MadMonza is a Mad madonna fan / might get myself in trouble here then . / / not at all - freedom of speech & all : - -RRB-,['madonna'],['neutral']
5177,"The longer the obama administration wears on , the more i like bill clinton",['obama'],['negative']
5178,When I smile justin bieber smiles . . soooooo . SUCK ON THAT BITCH .,['justin bieber'],['positive']
5179,"lol the people doing wave_info for google wave invites , please put in your email address to receive heaps of spam .",['google wave'],['neutral']
